phase,workload,nodes,edges,samples,median_ns,p95_ns,min_ns,max_ns,allocations,allocated_bytes
engine_execution,service_restart_stable_handle,1,0,40,12050,12200,11800,20200,0,0
engine_execution,tiny_yield_chain,1,0,40,5100,5200,5000,5300,0,0
engine_execution,trace_default,100,99,40,306750,311300,304400,313700,0,0
engine_execution,trace_observer,100,99,40,308200,324200,304900,354000,0,0
engine_execution_alloc,component_flat,10,9,0,,,,,572,44928
engine_execution_alloc,component_flat,100,99,0,,,,,5259,513144
engine_execution_alloc,component_nested,13,12,0,,,,,855,59553
engine_execution_alloc,component_nested,103,102,0,,,,,6532,645129
engine_execution_alloc,component_repeated_typed_10,10,10,0,,,,,1405,95590
engine_execution_alloc,component_repeated_typed_100,100,100,0,,,,,22566,1456254
engine_execution_alloc,component_repeated_typed_2,2,2,0,,,,,303,24606
engine_execution_alloc,dynamic_live_instances_1,3,2,0,,,,,622,58021
engine_execution_alloc,dynamic_live_instances_10,3,2,0,,,,,4479,430855
engine_execution_alloc,dynamic_live_instances_100,3,2,0,,,,,69635,6293899
engine_execution_alloc,dynamic_sequential_churn_1,2,1,0,,,,,540,47499
engine_execution_alloc,dynamic_sequential_churn_10,2,1,0,,,,,3478,313271
engine_execution_alloc,dynamic_sequential_churn_100,2,1,0,,,,,32600,3408879
engine_execution_alloc,effect_known_receipt,1,0,0,,,,,149,14826
engine_execution_alloc,effect_unknown_recovery_failed,1,0,0,,,,,151,15667
engine_execution_alloc,effect_unknown_recovery_resolved,1,0,0,,,,,144,14963
engine_execution_alloc,graph_chain,1,0,0,,,,,99,11356
engine_execution_alloc,graph_chain,10,9,0,,,,,572,44928
engine_execution_alloc,graph_chain,100,99,0,,,,,5259,513144
engine_execution_alloc,graph_chain,1000,999,0,,,,,52066,19479112
engine_execution_alloc,graph_sparse,1,0,0,,,,,99,11357
engine_execution_alloc,graph_sparse,10,9,0,,,,,564,45889
engine_execution_alloc,graph_sparse,100,99,0,,,,,5163,494297
engine_execution_alloc,graph_sparse,1000,999,0,,,,,51106,15733289
engine_execution_alloc,graph_wide,1,0,0,,,,,99,11355
engine_execution_alloc,graph_wide,10,9,0,,,,,555,46847
engine_execution_alloc,graph_wide,100,99,0,,,,,4987,468375
engine_execution_alloc,graph_wide,1000,999,0,,,,,49161,11818647
engine_execution_alloc,resource_cleanup_error_upstream,3,1,0,,,,,314,25951
engine_execution_alloc,resource_normal,2,1,0,,,,,202,19154
engine_execution_alloc,resource_release_failure,2,1,0,,,,,212,19913
engine_execution_alloc,resource_startup_failure,2,1,0,,,,,209,20217
engine_execution_alloc,retry_one_failure,1,0,0,,,,,152,15009
engine_execution_alloc,service_restart_exhausted,1,0,0,,,,,182,17556
engine_execution_alloc,service_restart_stable_handle,1,0,0,,,,,234,22052
engine_execution_alloc,tiny_yield_chain,1,0,0,,,,,99,11356
engine_execution_alloc,trace_default,100,99,0,,,,,5259,513144
engine_execution_alloc,trace_observer,100,99,0,,,,,5259,513144
fixture_generation,graph_chain,1,0,20,100,200,100,200,0,0
fixture_generation,graph_chain,10,9,20,800,800,700,900,0,0
fixture_generation,graph_chain,100,99,20,6900,7700,6800,9200,0,0
fixture_generation,graph_chain,1000,999,20,66150,69500,65000,70400,0,0
fixture_generation,graph_sparse,1,0,20,100,200,100,200,0,0
fixture_generation,graph_sparse,10,9,20,800,800,700,800,0,0
fixture_generation,graph_sparse,100,99,20,6850,7000,6700,7100,0,0
fixture_generation,graph_sparse,1000,999,20,63700,65700,63200,68200,0,0
fixture_generation,graph_wide,1,0,20,200,400,100,400,0,0
fixture_generation,graph_wide,10,9,20,800,800,700,800,0,0
fixture_generation,graph_wide,100,99,20,7050,7400,6900,7500,0,0
fixture_generation,graph_wide,1000,999,20,62900,66100,62600,68100,0,0
fixture_generation,tiny_yield_chain,1,0,20,200,200,100,1400,0,0
machine_state_setup,graph_chain,1,0,40,200,300,200,400,0,0
machine_state_setup,graph_chain,10,9,40,800,1100,800,1300,0,0
machine_state_setup,graph_chain,100,99,40,6250,6600,6000,7400,0,0
machine_state_setup,graph_chain,1000,999,40,56600,110300,56000,127800,0,0
machine_state_setup,graph_sparse,1,0,40,200,300,200,500,0,0
machine_state_setup,graph_sparse,10,9,40,800,900,700,1100,0,0
machine_state_setup,graph_sparse,100,99,40,6100,6200,6000,18900,0,0
machine_state_setup,graph_sparse,1000,999,40,56150,59400,55900,143900,0,0
machine_state_setup,graph_wide,1,0,40,200,300,200,300,0,0
machine_state_setup,graph_wide,10,9,40,800,800,700,1200,0,0
machine_state_setup,graph_wide,100,99,40,6300,6400,6000,11800,0,0
machine_state_setup,graph_wide,1000,999,40,56700,123500,56100,147400,0,0
machine_state_setup,tiny_yield_chain,1,0,40,200,300,200,300,0,0
plan_build,component_repeated_typed_10,10,10,20,18000,21300,17200,40800,0,0
plan_build,component_repeated_typed_100,100,100,20,161350,315200,156100,320100,0,0
plan_build,component_repeated_typed_2,2,2,20,4700,7000,4400,13400,0,0
plan_build,graph_chain,1,0,20,1450,4200,1200,9800,0,0
plan_build,graph_chain,10,9,20,7700,17600,6600,66600,0,0
plan_build,graph_chain,100,99,20,153550,183300,113200,186000,0,0
plan_build,graph_chain,1000,999,20,1645150,1903500,1488800,1963000,0,0
plan_build,graph_sparse,1,0,20,1500,1600,1200,3200,0,0
plan_build,graph_sparse,10,9,20,7050,23400,6200,26100,0,0
plan_build,graph_sparse,100,99,20,147250,203500,124600,216700,0,0
plan_build,graph_sparse,1000,999,20,1623600,1735500,1146500,1747500,0,0
plan_build,graph_wide,1,0,20,1200,1500,1200,3500,0,0
plan_build,graph_wide,10,9,20,6700,16500,6000,21200,0,0
plan_build,graph_wide,100,99,20,147700,232100,60100,259300,0,0
plan_build,graph_wide,1000,999,20,1826700,1919000,1636700,2087500,0,0
plan_build,tiny_yield_chain,1,0,20,1300,3400,1100,19800,0,0
plan_build_alloc,component_repeated_typed_10,10,10,0,,,,,460,93329
plan_build_alloc,component_repeated_typed_100,100,100,0,,,,,3876,807301
plan_build_alloc,component_repeated_typed_2,2,2,0,,,,,134,19521
plan_build_alloc,graph_chain,1,0,0,,,,,36,6722
plan_build_alloc,graph_chain,10,9,0,,,,,162,35321
plan_build_alloc,graph_chain,100,99,0,,,,,1269,304543
plan_build_alloc,graph_chain,1000,999,0,,,,,12096,2527259
plan_build_alloc,graph_sparse,1,0,0,,,,,36,6724
plan_build_alloc,graph_sparse,10,9,0,,,,,158,35195
plan_build_alloc,graph_sparse,100,99,0,,,,,1220,302977
plan_build_alloc,graph_sparse,1000,999,0,,,,,11597,2511293
plan_build_alloc,graph_wide,1,0,0,,,,,36,6720
plan_build_alloc,graph_wide,10,9,0,,,,,156,35255
plan_build_alloc,graph_wide,100,99,0,,,,,1176,303389
plan_build_alloc,graph_wide,1000,999,0,,,,,11106,2511641
plan_build_alloc,tiny_yield_chain,1,0,0,,,,,36,6722
pure_machine_events_preseeded,graph_chain,1,0,40,1000,1100,900,1800,0,0
pure_machine_events_preseeded,graph_chain,10,9,40,7300,7500,7100,8600,0,0
pure_machine_events_preseeded,graph_chain,100,99,40,105100,110400,102500,135100,0,0
pure_machine_events_preseeded,graph_chain,1000,999,40,5396200,5443600,5383100,6027700,0,0
representative_application,application_hash_handwritten,10,9,40,600,600,500,600,0,0
representative_application,application_hash_handwritten,100,99,40,6100,6200,6100,6200,0,0
representative_application,application_hash_sdax,10,9,40,27600,28100,27100,28800,0,0
representative_application,application_hash_sdax,100,99,40,309100,330600,303200,331000,0,0
representative_application_alloc,application_hash_sdax,10,9,0,,,,,572,45205
representative_application_alloc,application_hash_sdax,100,99,0,,,,,5259,516301
