phase,workload,nodes,edges,samples,median_ns,p95_ns,min_ns,max_ns,allocations,allocated_bytes
machine_state_setup,graph_chain,1,0,40,500,584,417,1042,0,0
machine_state_setup,graph_chain,10,9,40,1458,1584,1375,2041,0,0
machine_state_setup,graph_chain,100,99,40,6334,6500,6291,6583,0,0
machine_state_setup,graph_chain,1000,999,40,47583,47792,47375,51083,0,0
machine_state_setup,graph_sparse,1,0,40,417,500,375,625,0,0
machine_state_setup,graph_sparse,10,9,40,1208,1250,1166,1291,0,0
machine_state_setup,graph_sparse,100,99,40,5083,5292,4916,16417,0,0
machine_state_setup,graph_sparse,1000,999,40,47542,47750,47334,48459,0,0
machine_state_setup,graph_wide,1,0,40,417,541,375,542,0,0
machine_state_setup,graph_wide,10,9,40,833,916,791,1125,0,0
machine_state_setup,graph_wide,100,99,40,5270,5625,5167,5875,0,0
machine_state_setup,graph_wide,1000,999,40,47583,50458,47417,52416,0,0
machine_state_setup,tiny_yield_chain,1,0,40,167,209,166,375,0,0
plan_build,component_repeated_typed_10,10,10,20,15708,17625,15334,22542,0,0
plan_build,component_repeated_typed_100,100,100,20,142583,149500,142042,163334,0,0
plan_build,component_repeated_typed_2,2,2,20,4291,5459,4208,12625,0,0
plan_build,graph_chain,1,0,20,3125,4333,3000,7458,0,0
plan_build,graph_chain,10,9,20,13166,15750,12875,18167,0,0
plan_build,graph_chain,100,99,20,105916,117917,91750,141375,0,0
plan_build,graph_chain,1000,999,20,1435416,1525875,1397750,1569417,0,0
plan_build,graph_sparse,1,0,20,2625,2834,2500,3583,0,0
plan_build,graph_sparse,10,9,20,7396,8291,7209,11500,0,0
plan_build,graph_sparse,100,99,20,56896,61166,56208,69583,0,0
plan_build,graph_sparse,1000,999,20,1544437,1622375,1527583,1721709,0,0
plan_build,graph_wide,1,0,20,2708,2834,2625,4000,0,0
plan_build,graph_wide,10,9,20,7125,15375,6875,16125,0,0
plan_build,graph_wide,100,99,20,65687,71833,64292,93583,0,0
plan_build,graph_wide,1000,999,20,1678437,1756375,1661417,1930834,0,0
plan_build,tiny_yield_chain,1,0,20,1125,1625,1000,8209,0,0
plan_build_alloc,component_repeated_typed_10,10,10,0,,,,,460,93329
plan_build_alloc,component_repeated_typed_100,100,100,0,,,,,3876,807301
plan_build_alloc,component_repeated_typed_2,2,2,0,,,,,134,19521
plan_build_alloc,graph_chain,1,0,0,,,,,36,6722
plan_build_alloc,graph_chain,10,9,0,,,,,162,35321
plan_build_alloc,graph_chain,100,99,0,,,,,1269,304543
plan_build_alloc,graph_chain,1000,999,0,,,,,12096,2527259
plan_build_alloc,graph_sparse,1,0,0,,,,,36,6724
plan_build_alloc,graph_sparse,10,9,0,,,,,158,35195
plan_build_alloc,graph_sparse,100,99,0,,,,,1220,302977
plan_build_alloc,graph_sparse,1000,999,0,,,,,11597,2511293
plan_build_alloc,graph_wide,1,0,0,,,,,36,6720
plan_build_alloc,graph_wide,10,9,0,,,,,156,35255
plan_build_alloc,graph_wide,100,99,0,,,,,1176,303389
plan_build_alloc,graph_wide,1000,999,0,,,,,11106,2511641
plan_build_alloc,tiny_yield_chain,1,0,0,,,,,36,6722
pure_machine_events_preseeded,graph_chain,1,0,40,2750,3000,2666,4792,0,0
pure_machine_events_preseeded,graph_chain,10,9,40,18667,21209,9958,24125,0,0
pure_machine_events_preseeded,graph_chain,100,99,40,148625,159709,145875,172500,0,0
pure_machine_events_preseeded,graph_chain,1000,999,40,8222979,8934250,7340167,9296375,0,0
representative_application,application_hash_handwritten,10,9,40,750,750,708,792,0,0
representative_application,application_hash_handwritten,100,99,40,8395,8417,8333,8625,0,0
representative_application,application_hash_sdax,10,9,40,25895,30708,25458,32875,0,0
representative_application,application_hash_sdax,100,99,40,287083,295958,283375,311791,0,0
representative_application_alloc,application_hash_sdax,10,9,0,,,,,589,46645
representative_application_alloc,application_hash_sdax,100,99,0,,,,,5366,526357
